price,sqft_living,sqft_above,bathrooms,view,sqft_basement,condition
927000.0,3300.0,3300.0,2.75,0.0,0.0,4.0
490000.0,1230.0,870.0,2.5,0.0,360.0,2.0
341000.0,1720.0,1720.0,1.5,0.0,0.0,3.0
235000.0,810.0,810.0,1.0,0.0,0.0,1.0
560000.0,2560.0,2560.0,2.0,0.0,0.0,3.0
900000.0,4700.0,3420.0,3.25,0.0,1280.0,4.0
255000.0,1220.0,770.0,1.0,0.0,450.0,2.0
876650.0,2170.0,1650.0,3.25,0.0,520.0,3.0
540000.0,2540.0,1450.0,2.25,0.0,1090.0,4.0
350000.0,910.0,910.0,1.0,0.0,0.0,2.0
750000.0,2980.0,2890.0,2.5,0.0,90.0,4.0
582000.0,2120.0,1190.0,1.75,1.0,930.0,4.0
372500.0,2480.0,1300.0,3.0,0.0,1180.0,5.0
410000.0,2200.0,2200.0,2.25,0.0,0.0,3.0
360000.0,1730.0,1010.0,2.0,0.0,720.0,4.0
1015000.0,2920.0,1800.0,2.5,4.0,1120.0,3.0
225000.0,990.0,990.0,1.0,0.0,0.0,3.0
647000.0,3040.0,3040.0,2.5,0.0,0.0,4.0
950000.0,4530.0,3200.0,3.0,0.0,1330.0,5.0
185000.0,1370.0,1370.0,1.5,0.0,0.0,3.0
335000.0,1940.0,1940.0,2.5,0.0,0.0,3.0
210000.0,1040.0,720.0,2.5,0.0,320.0,3.0
522000.0,1800.0,1360.0,2.25,0.0,440.0,4.0
770000.0,1720.0,1720.0,1.75,0.0,0.0,3.0
499950.0,980.0,760.0,1.0,0.0,220.0,3.0
751000.0,3110.0,3110.0,2.5,0.0,0.0,4.0
330000.0,2100.0,1250.0,3.0,0.0,850.0,5.0
465000.0,2020.0,1190.0,1.5,0.0,830.0,3.0
850000.0,2350.0,2350.0,1.75,0.0,0.0,4.0
947500.0,3290.0,3290.0,2.25,0.0,0.0,4.0
302000.0,2180.0,2180.0,2.25,0.0,0.0,5.0
500000.0,1290.0,1290.0,2.25,0.0,0.0,2.0
201000.0,1460.0,1460.0,1.0,0.0,0.0,3.0
265000.0,1290.0,1290.0,1.0,0.0,0.0,2.0
870300.0,2350.0,1690.0,2.5,0.0,660.0,4.0
339000.0,1080.0,1080.0,1.0,0.0,0.0,3.0
690000.0,2670.0,2670.0,2.5,0.0,0.0,4.0
788000.0,3680.0,2840.0,3.25,0.0,840.0,4.0
315275.0,1440.0,960.0,1.75,0.0,480.0,3.0
505000.0,1940.0,1030.0,1.75,0.0,910.0,4.0
368000.0,1280.0,1280.0,1.0,0.0,0.0,3.0
947500.0,2980.0,2180.0,2.75,2.0,800.0,3.0
156000.0,970.0,970.0,1.0,0.0,0.0,3.0
610000.0,2110.0,1640.0,3.0,2.0,470.0,4.0
420000.0,1480.0,1480.0,2.5,0.0,0.0,2.0
192000.0,700.0,700.0,1.0,0.0,0.0,2.0
910000.0,2700.0,1350.0,2.0,0.0,1350.0,3.0
840000.0,2600.0,1620.0,2.75,0.0,980.0,4.0
300000.0,1360.0,860.0,1.75,0.0,500.0,2.0
505000.0,2780.0,1590.0,2.5,0.0,1190.0,4.0
110000.0,1250.0,1250.0,1.0,0.0,0.0,3.0
746000.0,2620.0,2620.0,2.5,0.0,0.0,3.0
211000.0,1350.0,1350.0,1.5,0.0,0.0,3.0
675000.0,2400.0,1200.0,3.0,0.0,1200.0,4.0
734200.0,2760.0,1680.0,2.5,0.0,1080.0,4.0
615000.0,2040.0,2040.0,1.75,3.0,0.0,2.0
630000.0,1770.0,1770.0,2.0,0.0,0.0,4.0
301500.0,830.0,830.0,1.5,0.0,0.0,2.0
369000.0,980.0,670.0,2.5,0.0,310.0,2.0
635000.0,1570.0,1570.0,2.5,0.0,0.0,3.0
1033888.0,3270.0,3110.0,3.25,0.0,160.0,4.0
383000.0,2160.0,2160.0,2.5,0.0,0.0,4.0
1050000.0,3280.0,2320.0,3.75,0.0,960.0,4.0
455000.0,3360.0,3360.0,2.5,0.0,0.0,4.0
819900.0,3150.0,3150.0,2.75,0.0,0.0,5.0
625000.0,1810.0,1440.0,3.5,0.0,370.0,3.0
651000.0,2740.0,2740.0,2.5,0.0,0.0,4.0
480000.0,3830.0,2130.0,4.75,0.0,1700.0,5.0
757000.0,3190.0,3190.0,3.25,0.0,0.0,3.0
460000.0,2350.0,1390.0,2.25,0.0,960.0,3.0
267345.0,2510.0,1610.0,2.25,0.0,900.0,4.0
530000.0,1680.0,1680.0,2.0,0.0,0.0,2.0
449500.0,1770.0,960.0,2.0,0.0,810.0,3.0
289000.0,1090.0,1090.0,1.0,0.0,0.0,3.0
373000.0,3001.0,3001.0,2.5,0.0,0.0,5.0
525000.0,2450.0,2450.0,3.0,0.0,0.0,5.0
777000.0,3610.0,2440.0,3.25,0.0,1170.0,3.0
550000.0,2250.0,1200.0,2.0,0.0,1050.0,4.0
523000.0,1240.0,1240.0,1.5,0.0,0.0,3.0
628000.0,2260.0,1430.0,2.0,0.0,830.0,4.0
581000.0,2090.0,1070.0,1.75,0.0,1020.0,4.0
245000.0,2020.0,1220.0,1.75,0.0,800.0,5.0
415000.0,1960.0,980.0,1.75,0.0,980.0,3.0
225000.0,1250.0,1250.0,1.5,0.0,0.0,3.0
287000.0,1490.0,1170.0,2.25,0.0,320.0,3.0
799200.0,2890.0,2290.0,3.0,0.0,600.0,6.0
239950.0,1900.0,1900.0,1.0,0.0,0.0,3.0
591000.0,1680.0,870.0,1.75,0.0,810.0,3.0
700000.0,2030.0,2030.0,2.5,0.0,0.0,3.0
475000.0,3740.0,2260.0,2.5,0.0,1480.0,4.0
575000.0,1580.0,1180.0,1.75,0.0,400.0,3.0
771000.0,1780.0,1390.0,2.25,0.0,390.0,3.0
155000.0,910.0,910.0,1.0,0.0,0.0,2.0
550000.0,3440.0,3440.0,4.0,0.0,0.0,7.0
645000.0,1740.0,1740.0,2.5,0.0,0.0,3.0
464000.0,3400.0,1700.0,2.5,0.0,1700.0,5.0
1050000.0,4400.0,4400.0,3.25,0.0,0.0,4.0
350000.0,2010.0,2010.0,2.5,0.0,0.0,3.0
591000.0,2710.0,2710.0,2.25,0.0,0.0,4.0
717000.0,1310.0,1090.0,1.5,0.0,220.0,3.0
225000.0,1950.0,1950.0,1.5,0.0,0.0,4.0
225000.0,1040.0,1040.0,1.0,0.0,0.0,3.0
345000.0,1090.0,1090.0,1.75,0.0,0.0,3.0
230000.0,650.0,650.0,0.75,0.0,0.0,2.0
385000.0,1480.0,740.0,2.0,2.0,740.0,3.0
90000.0,790.0,790.0,1.0,0.0,0.0,2.0
860000.0,3560.0,2290.0,2.5,2.0,1270.0,4.0
675000.0,3000.0,3000.0,2.5,0.0,0.0,4.0
975000.0,3490.0,3490.0,2.5,3.0,0.0,4.0
780000.0,2340.0,2340.0,1.75,0.0,0.0,3.0
370000.0,1650.0,1060.0,1.75,0.0,590.0,3.0
665000.0,1940.0,1150.0,2.0,0.0,790.0,3.0
675000.0,3410.0,1870.0,3.0,0.0,1540.0,5.0
620000.0,1710.0,1710.0,1.0,0.0,0.0,3.0
1105000.0,2740.0,1930.0,1.5,0.0,810.0,4.0
450000.0,1250.0,1040.0,2.75,0.0,210.0,3.0
450000.0,2450.0,2450.0,2.25,0.0,0.0,3.0
530000.0,1690.0,1690.0,1.75,0.0,0.0,3.0
635000.0,1950.0,1370.0,1.75,0.0,580.0,4.0
580000.0,2290.0,1190.0,2.0,0.0,1100.0,5.0
285000.0,1090.0,1090.0,1.0,0.0,0.0,3.0
375000.0,1190.0,1190.0,1.0,0.0,0.0,3.0
560000.0,1440.0,1440.0,1.0,0.0,0.0,3.0
405000.0,2180.0,1090.0,1.75,0.0,1090.0,4.0
413000.0,1410.0,810.0,1.0,0.0,600.0,4.0
287600.0,1950.0,1950.0,2.5,0.0,0.0,3.0
225000.0,1660.0,1100.0,1.0,0.0,560.0,3.0
319000.0,1390.0,1390.0,1.0,0.0,0.0,3.0
322500.0,1350.0,1350.0,2.0,0.0,0.0,3.0
570000.0,1530.0,1530.0,2.0,0.0,0.0,3.0
465000.0,1270.0,1270.0,1.5,0.0,0.0,3.0
435000.0,2140.0,2140.0,2.25,0.0,0.0,4.0
502000.0,2040.0,2040.0,2.5,0.0,0.0,4.0
525000.0,2876.0,2360.0,3.5,0.0,516.0,3.0
525000.0,1580.0,1010.0,2.5,0.0,570.0,3.0
660000.0,3400.0,3400.0,3.5,0.0,0.0,4.0
870000.0,3520.0,2650.0,2.5,0.0,870.0,4.0
650000.0,2210.0,2210.0,2.5,0.0,0.0,4.0
505000.0,2790.0,2790.0,2.5,0.0,0.0,4.0
330000.0,1450.0,840.0,2.5,0.0,610.0,3.0
385000.0,1620.0,860.0,1.75,0.0,760.0,4.0
306000.0,1220.0,1220.0,1.5,0.0,0.0,3.0
546000.0,2000.0,1110.0,1.75,0.0,890.0,3.0
925000.0,2190.0,2190.0,2.5,0.0,0.0,4.0
542000.0,1900.0,950.0,1.75,0.0,950.0,4.0
800000.0,1700.0,1700.0,1.0,0.0,0.0,3.0
620000.0,2540.0,1760.0,2.5,0.0,780.0,5.0
175000.0,1170.0,1170.0,1.0,2.0,0.0,2.0
740000.0,5774.0,4490.0,5.0,2.0,1284.0,5.0
345000.0,2120.0,2120.0,2.25,0.0,0.0,3.0
510000.0,2170.0,1450.0,1.75,0.0,720.0,3.0
530000.0,2450.0,2450.0,2.75,0.0,0.0,4.0
155000.0,700.0,700.0,1.0,0.0,0.0,2.0
266000.0,1780.0,1400.0,2.5,0.0,380.0,3.0
257200.0,1850.0,1150.0,2.0,0.0,700.0,3.0
265000.0,1570.0,1570.0,2.0,0.0,0.0,3.0
372220.0,1290.0,980.0,1.0,0.0,310.0,3.0
337500.0,1700.0,1000.0,2.0,0.0,700.0,5.0
582500.0,1159.0,1159.0,1.5,0.0,0.0,2.0
489200.0,1850.0,1850.0,2.75,0.0,0.0,3.0
405100.0,840.0,840.0,1.0,0.0,0.0,2.0
372977.0,1690.0,1150.0,2.5,0.0,540.0,3.0
310000.0,1050.0,1050.0,1.0,0.0,0.0,3.0
538000.0,1400.0,1100.0,1.75,0.0,300.0,3.0
317000.0,1840.0,1840.0,2.5,0.0,0.0,3.0
702500.0,2360.0,1930.0,1.5,0.0,430.0,3.0
565000.0,2240.0,2240.0,2.5,0.0,0.0,4.0
723000.0,2700.0,2700.0,2.5,0.0,0.0,4.0
766950.0,3030.0,3030.0,2.5,0.0,0.0,3.0
682000.0,1830.0,1830.0,1.75,2.0,0.0,3.0
325000.0,2220.0,2220.0,2.5,0.0,0.0,3.0
543000.0,2090.0,1360.0,2.5,0.0,730.0,3.0
525000.0,1600.0,1600.0,1.75,0.0,0.0,3.0
364000.0,2010.0,1340.0,1.75,0.0,670.0,4.0
394475.0,830.0,830.0,1.0,0.0,0.0,2.0
316000.0,2010.0,2010.0,2.5,0.0,0.0,4.0
339950.0,1050.0,1050.0,1.0,0.0,0.0,3.0
486000.0,2150.0,1420.0,2.5,0.0,730.0,4.0
160000.0,860.0,860.0,1.0,0.0,0.0,3.0
930000.0,3100.0,3100.0,2.5,0.0,0.0,3.0
139000.0,1100.0,1100.0,1.0,0.0,0.0,3.0
562000.0,1830.0,1830.0,1.5,0.0,0.0,3.0
299000.0,1250.0,1250.0,1.75,0.0,0.0,2.0
511000.0,1820.0,1820.0,2.5,0.0,0.0,3.0
499000.0,2090.0,2090.0,2.0,0.0,0.0,3.0
356000.0,2100.0,2100.0,3.5,0.0,0.0,3.0
470000.0,2310.0,2310.0,2.5,0.0,0.0,4.0
715000.0,2060.0,1360.0,2.25,0.0,700.0,4.0
1120000.0,4470.0,4470.0,2.25,0.0,0.0,4.0
458000.0,1660.0,1060.0,1.0,0.0,600.0,3.0
966000.0,3810.0,3810.0,4.5,0.0,0.0,5.0
305495.0,2110.0,2110.0,1.75,0.0,0.0,3.0
543000.0,2370.0,1600.0,2.0,0.0,770.0,2.0
340000.0,1970.0,1970.0,2.25,0.0,0.0,3.0
633100.0,2470.0,2470.0,2.5,0.0,0.0,4.0
310000.0,1480.0,1480.0,1.0,0.0,0.0,3.0
349950.0,2257.0,1363.0,3.0,0.0,894.0,5.0
267800.0,700.0,700.0,1.0,0.0,0.0,2.0
234000.0,1630.0,1050.0,2.0,0.0,580.0,4.0
740000.0,3430.0,3430.0,2.5,0.0,0.0,4.0
607500.0,2220.0,1420.0,1.75,0.0,800.0,5.0
223000.0,1340.0,1340.0,1.75,0.0,0.0,3.0
400000.0,980.0,860.0,1.0,0.0,120.0,2.0
802000.0,2580.0,2580.0,2.5,0.0,0.0,3.0
253000.0,2230.0,2230.0,2.5,0.0,0.0,4.0
1058000.0,2290.0,2290.0,2.0,0.0,0.0,4.0
300000.0,1260.0,1260.0,1.0,0.0,0.0,3.0
625000.0,1680.0,1680.0,2.75,0.0,0.0,4.0
707000.0,3200.0,3200.0,3.25,0.0,0.0,4.0
950000.0,3320.0,3320.0,2.5,0.0,0.0,4.0
420000.0,3040.0,3040.0,2.5,0.0,0.0,4.0
498000.0,2270.0,1290.0,2.75,0.0,980.0,4.0
450000.0,2910.0,2910.0,2.5,0.0,0.0,3.0
955000.0,2510.0,2510.0,2.25,0.0,0.0,5.0
215000.0,1240.0,1240.0,1.0,0.0,0.0,2.0
437000.0,2580.0,2580.0,2.75,0.0,0.0,3.0
773000.0,2470.0,2470.0,2.75,0.0,0.0,3.0
256883.0,1690.0,1690.0,2.5,0.0,0.0,3.0
592500.0,2240.0,2240.0,2.5,0.0,0.0,4.0
252350.0,1650.0,1160.0,2.0,0.0,490.0,3.0
370000.0,2710.0,2710.0,2.5,0.0,0.0,4.0
465750.0,1260.0,1260.0,1.5,0.0,0.0,3.0
185000.0,1150.0,1150.0,1.0,0.0,0.0,3.0
582800.0,2550.0,1440.0,2.75,0.0,1110.0,4.0
245000.0,1490.0,1490.0,1.75,0.0,0.0,3.0
302000.0,2020.0,1010.0,1.75,0.0,1010.0,4.0
451555.0,1320.0,1320.0,1.0,1.0,0.0,2.0
250000.0,1230.0,1230.0,1.0,0.0,0.0,3.0
255000.0,2070.0,2070.0,2.5,0.0,0.0,4.0
840000.0,2930.0,1670.0,1.75,3.0,1260.0,4.0
190000.0,1090.0,1090.0,1.0,0.0,0.0,3.0
349950.0,1400.0,1400.0,1.0,0.0,0.0,3.0
613000.0,1550.0,1550.0,2.0,0.0,0.0,4.0
300000.0,1220.0,1220.0,1.0,0.0,0.0,3.0
455000.0,1870.0,1470.0,2.5,0.0,400.0,3.0
335000.0,2150.0,2150.0,2.25,0.0,0.0,3.0
197500.0,980.0,980.0,1.0,0.0,0.0,3.0
412500.0,1490.0,1490.0,1.5,0.0,0.0,3.0
395300.0,1120.0,1120.0,1.5,0.0,0.0,3.0
342400.0,1180.0,1180.0,2.25,0.0,0.0,3.0
749400.0,3240.0,3240.0,2.5,0.0,0.0,4.0
316500.0,2150.0,2150.0,2.5,0.0,0.0,4.0
390000.0,2240.0,2240.0,2.5,0.0,0.0,3.0
225000.0,1400.0,1150.0,2.0,0.0,250.0,3.0
550000.0,1980.0,1980.0,2.25,0.0,0.0,3.0
280000.0,1330.0,1330.0,1.0,0.0,0.0,3.0
575000.0,1490.0,1090.0,1.0,0.0,400.0,2.0
1000000.0,3920.0,2900.0,4.25,0.0,1020.0,5.0
585000.0,2000.0,2000.0,1.75,0.0,0.0,5.0
620000.0,2680.0,2680.0,2.5,0.0,0.0,4.0
204700.0,1670.0,1670.0,2.0,0.0,0.0,4.0
695000.0,3150.0,3150.0,3.0,0.0,0.0,4.0
689900.0,2740.0,2060.0,3.25,0.0,680.0,4.0
375000.0,1890.0,1250.0,1.75,0.0,640.0,4.0
475000.0,2870.0,1520.0,3.5,0.0,1350.0,7.0
215000.0,1160.0,1160.0,1.0,0.0,0.0,3.0
790000.0,1790.0,1350.0,1.75,2.0,440.0,3.0
350000.0,1680.0,1070.0,1.75,0.0,610.0,3.0
695000.0,4560.0,3800.0,2.5,0.0,760.0,3.0
263000.0,1590.0,1590.0,2.25,0.0,0.0,3.0
400000.0,1630.0,1630.0,1.0,0.0,0.0,3.0
525000.0,2700.0,2700.0,2.5,0.0,0.0,3.0
349950.0,1700.0,1700.0,2.5,0.0,0.0,3.0
1085000.0,3740.0,2000.0,3.25,0.0,1740.0,4.0
744000.0,1980.0,1980.0,3.0,0.0,0.0,4.0
312500.0,880.0,880.0,1.0,0.0,0.0,2.0
240000.0,1400.0,700.0,2.0,0.0,700.0,3.0
495000.0,2050.0,1210.0,2.0,0.0,840.0,4.0
580050.0,2360.0,2360.0,2.5,3.0,0.0,3.0
640000.0,2560.0,1890.0,2.0,0.0,670.0,4.0
417000.0,1340.0,1340.0,1.5,0.0,0.0,3.0
174950.0,1060.0,1060.0,1.0,0.0,0.0,3.0
295000.0,850.0,850.0,1.5,0.0,0.0,3.0
423000.0,1880.0,1010.0,1.75,0.0,870.0,4.0
839000.0,1230.0,1230.0,1.0,0.0,0.0,3.0
343000.0,2290.0,1340.0,1.75,0.0,950.0,4.0
467000.0,1660.0,1000.0,1.0,0.0,660.0,3.0
512500.0,1840.0,1840.0,2.5,0.0,0.0,3.0
575000.0,3020.0,1600.0,2.5,0.0,1420.0,4.0
465000.0,1410.0,1410.0,1.75,0.0,0.0,3.0
270000.0,1010.0,1010.0,1.0,0.0,0.0,3.0
340000.0,1960.0,980.0,1.75,0.0,980.0,3.0
765000.0,3580.0,3190.0,3.75,0.0,390.0,5.0
497000.0,2240.0,2240.0,2.5,0.0,0.0,4.0
803100.0,3310.0,3310.0,2.5,0.0,0.0,4.0
344000.0,1232.0,1232.0,2.5,0.0,0.0,3.0
828950.0,3930.0,2820.0,3.5,1.0,1110.0,4.0
386380.0,1720.0,1720.0,2.5,0.0,0.0,3.0
312000.0,1490.0,1220.0,2.25,0.0,270.0,3.0
720000.0,3150.0,3150.0,2.5,0.0,0.0,3.0
914500.0,3950.0,3950.0,2.5,0.0,0.0,4.0
819995.0,3030.0,3030.0,2.75,0.0,0.0,5.0
252700.0,1070.0,1070.0,1.5,0.0,0.0,2.0
437500.0,2320.0,2320.0,2.5,2.0,0.0,3.0
350000.0,700.0,700.0,1.0,0.0,0.0,1.0
619000.0,2720.0,2720.0,2.5,0.0,0.0,3.0
408200.0,1800.0,1800.0,2.5,0.0,0.0,3.0
451000.0,1560.0,1000.0,1.75,2.0,560.0,3.0
317000.0,1760.0,1060.0,2.0,0.0,700.0,3.0
799000.0,3120.0,2370.0,3.25,0.0,750.0,4.0
720000.0,2020.0,1700.0,1.0,3.0,320.0,2.0
490000.0,1450.0,1450.0,2.0,0.0,0.0,3.0
239900.0,1860.0,1120.0,2.25,0.0,740.0,4.0
446000.0,2270.0,1290.0,2.25,0.0,980.0,4.0
275000.0,1480.0,1480.0,2.5,0.0,0.0,3.0
239950.0,1460.0,1460.0,1.0,0.0,0.0,5.0
248000.0,1850.0,1130.0,3.5,0.0,720.0,4.0
619500.0,2170.0,2170.0,2.5,0.0,0.0,3.0
363750.0,1726.0,1726.0,1.75,0.0,0.0,3.0
385000.0,1180.0,940.0,1.75,0.0,240.0,3.0
370000.0,1370.0,900.0,1.5,0.0,470.0,4.0
425000.0,2670.0,2670.0,2.5,0.0,0.0,3.0
342000.0,1260.0,720.0,1.0,0.0,540.0,3.0
345000.0,1980.0,1980.0,1.0,0.0,0.0,4.0
724800.0,2050.0,1180.0,2.0,0.0,870.0,3.0
725000.0,2830.0,2830.0,2.75,0.0,0.0,5.0
605000.0,910.0,910.0,1.0,0.0,0.0,2.0
350000.0,2440.0,2440.0,2.5,0.0,0.0,4.0
785000.0,2180.0,1100.0,2.0,0.0,1080.0,3.0
250000.0,1900.0,950.0,2.0,0.0,950.0,3.0
565000.0,1520.0,1520.0,2.25,0.0,0.0,3.0
875000.0,2220.0,1220.0,2.0,2.0,1000.0,3.0
862500.0,3280.0,3280.0,2.75,0.0,0.0,4.0
400000.0,2740.0,2740.0,2.5,4.0,0.0,3.0
282613.0,830.0,830.0,1.0,0.0,0.0,2.0
174500.0,1010.0,1010.0,1.0,0.0,0.0,2.0
306500.0,2060.0,1560.0,2.25,0.0,500.0,3.0
445000.0,1990.0,1990.0,2.25,0.0,0.0,3.0
433000.0,2280.0,2280.0,2.5,0.0,0.0,4.0
306000.0,1870.0,1870.0,2.5,0.0,0.0,3.0
620000.0,1720.0,1450.0,2.25,0.0,270.0,3.0
245000.0,870.0,870.0,1.0,0.0,0.0,2.0
238000.0,1020.0,720.0,2.0,0.0,300.0,3.0
523000.0,1260.0,1260.0,1.5,0.0,0.0,3.0
522500.0,2370.0,2370.0,2.5,0.0,0.0,3.0
180000.0,1000.0,1000.0,1.0,0.0,0.0,3.0
375000.0,1100.0,940.0,1.5,0.0,160.0,3.0
249000.0,1440.0,940.0,2.25,0.0,500.0,3.0
730100.0,3120.0,3120.0,2.5,0.0,0.0,4.0
551000.0,2260.0,2260.0,2.0,0.0,0.0,2.0
375000.0,2790.0,2790.0,2.5,0.0,0.0,4.0
540000.0,1140.0,1140.0,1.0,0.0,0.0,1.0
605000.0,1290.0,1290.0,2.25,0.0,0.0,3.0
205000.0,1730.0,1050.0,1.75,0.0,680.0,5.0
645000.0,3160.0,3160.0,2.5,0.0,0.0,4.0
314000.0,2340.0,2340.0,2.5,0.0,0.0,4.0
330000.0,1170.0,1170.0,1.5,0.0,0.0,3.0
490000.0,1160.0,1160.0,1.0,0.0,0.0,2.0
445000.0,1970.0,1970.0,3.0,0.0,0.0,3.0
377500.0,1410.0,1290.0,2.25,0.0,120.0,3.0
480000.0,2430.0,2430.0,2.5,0.0,0.0,4.0
804995.0,3360.0,3360.0,1.5,0.0,0.0,5.0
341000.0,1480.0,1180.0,2.5,0.0,300.0,3.0
675000.0,3200.0,3200.0,2.5,0.0,0.0,5.0
611000.0,2134.0,2134.0,2.5,0.0,0.0,3.0
379950.0,1860.0,1860.0,3.25,0.0,0.0,3.0
500000.0,1310.0,1160.0,2.5,0.0,150.0,2.0
410000.0,1700.0,890.0,2.0,0.0,810.0,3.0
415000.0,2480.0,2480.0,2.5,0.0,0.0,3.0
297000.0,1970.0,1970.0,2.5,0.0,0.0,5.0
575550.0,2060.0,1440.0,2.5,0.0,620.0,4.0
534640.0,2130.0,1210.0,2.5,0.0,920.0,3.0
352500.0,1410.0,1170.0,2.25,2.0,240.0,3.0
488000.0,1360.0,780.0,2.0,0.0,580.0,2.0
732000.0,1940.0,1940.0,2.0,0.0,0.0,3.0
215000.0,1610.0,1610.0,2.25,0.0,0.0,2.0
592500.0,1420.0,1420.0,2.0,2.0,0.0,2.0
290000.0,1700.0,1700.0,2.5,0.0,0.0,4.0
475000.0,1490.0,860.0,1.0,0.0,630.0,2.0
320000.0,2680.0,2680.0,2.5,0.0,0.0,3.0
290000.0,2120.0,2120.0,1.5,0.0,0.0,5.0
487250.0,1690.0,1550.0,2.0,0.0,140.0,4.0
339000.0,1830.0,1830.0,2.5,0.0,0.0,4.0
440000.0,1010.0,1010.0,1.5,0.0,0.0,2.0
366500.0,2070.0,1120.0,2.75,0.0,950.0,4.0
462000.0,1710.0,1410.0,1.5,0.0,300.0,3.0
560000.0,1660.0,1260.0,1.0,0.0,400.0,4.0
285000.0,2080.0,1040.0,1.75,0.0,1040.0,4.0
280000.0,1270.0,1270.0,2.5,0.0,0.0,3.0
210000.0,1080.0,1080.0,1.0,0.0,0.0,3.0
690000.0,1610.0,1610.0,2.0,0.0,0.0,3.0
256500.0,1120.0,1120.0,1.0,0.0,0.0,2.0
411000.0,2500.0,2500.0,2.75,0.0,0.0,4.0
215000.0,970.0,970.0,1.0,0.0,0.0,3.0
762000.0,3370.0,2140.0,2.0,0.0,1230.0,5.0
359950.0,1290.0,1290.0,1.0,0.0,0.0,3.0
480000.0,3370.0,3370.0,3.5,3.0,0.0,4.0
390000.0,2490.0,2490.0,2.5,0.0,0.0,4.0
413500.0,770.0,770.0,1.0,0.0,0.0,2.0
285000.0,810.0,810.0,1.5,0.0,0.0,1.0
475000.0,3060.0,1700.0,2.5,0.0,1360.0,4.0
386591.0,1690.0,1150.0,2.5,0.0,540.0,3.0
524950.0,1890.0,1290.0,1.75,0.0,600.0,3.0
241000.0,1470.0,1470.0,2.0,0.0,0.0,2.0
461000.0,1060.0,1060.0,1.0,0.0,0.0,2.0
810000.0,3480.0,3480.0,2.5,0.0,0.0,4.0
885000.0,2730.0,1550.0,2.75,0.0,1180.0,4.0
247000.0,1580.0,1580.0,2.25,0.0,0.0,3.0
296500.0,2170.0,1380.0,2.75,0.0,790.0,3.0
141800.0,930.0,930.0,1.0,0.0,0.0,2.0
333000.0,1580.0,1580.0,2.0,0.0,0.0,4.0
602000.0,3290.0,3290.0,1.75,0.0,0.0,5.0
565000.0,2110.0,2110.0,2.25,0.0,0.0,4.0
373000.0,1670.0,1670.0,2.5,0.0,0.0,3.0
588000.0,2030.0,1190.0,2.25,0.0,840.0,3.0
485000.0,1500.0,1370.0,1.0,0.0,130.0,3.0
482500.0,1450.0,980.0,2.25,0.0,470.0,3.0
251200.0,1310.0,1060.0,1.5,0.0,250.0,4.0
869000.0,4180.0,2880.0,3.25,0.0,1300.0,5.0
464000.0,1630.0,1630.0,1.75,0.0,0.0,3.0
755000.0,2660.0,2660.0,2.5,0.0,0.0,4.0
280000.0,1720.0,1720.0,2.5,0.0,0.0,3.0
485000.0,1260.0,1260.0,2.25,0.0,0.0,2.0
305000.0,1610.0,1610.0,1.75,0.0,0.0,3.0
110700.0,680.0,680.0,1.0,0.0,0.0,2.0
850000.0,2640.0,2640.0,3.5,2.0,0.0,4.0
350000.0,1640.0,1640.0,2.25,0.0,0.0,3.0
319950.0,2310.0,1650.0,1.75,0.0,660.0,4.0
700000.0,2010.0,1230.0,1.75,0.0,780.0,3.0
368000.0,1660.0,830.0,1.5,0.0,830.0,2.0
433500.0,2200.0,2200.0,2.5,0.0,0.0,3.0
611000.0,2460.0,2460.0,2.5,0.0,0.0,4.0
1000000.0,2430.0,2430.0,1.75,4.0,0.0,2.0
307000.0,1370.0,1370.0,1.0,0.0,0.0,3.0
442500.0,1800.0,1800.0,1.75,0.0,0.0,3.0
485000.0,2200.0,2200.0,1.75,2.0,0.0,3.0
367000.0,700.0,700.0,1.0,0.0,0.0,2.0
429000.0,1920.0,1920.0,2.5,0.0,0.0,3.0
446000.0,2190.0,1370.0,2.75,0.0,820.0,5.0
572500.0,2030.0,1500.0,2.25,0.0,530.0,3.0
477000.0,1350.0,1350.0,2.5,0.0,0.0,3.0
518000.0,1680.0,1380.0,2.5,0.0,300.0,3.0
462000.0,1250.0,1250.0,1.75,0.0,0.0,5.0
137000.0,950.0,950.0,1.0,0.0,0.0,3.0
530000.0,2320.0,2060.0,3.5,0.0,260.0,3.0
818000.0,2380.0,2380.0,2.5,2.0,0.0,2.0
640000.0,1540.0,1540.0,2.25,0.0,0.0,2.0
298450.0,2100.0,1200.0,3.0,0.0,900.0,5.0
575000.0,2500.0,2500.0,2.5,0.0,0.0,4.0
730000.0,3230.0,3230.0,2.5,0.0,0.0,4.0
551000.0,2830.0,2830.0,2.5,0.0,0.0,3.0
271310.0,870.0,870.0,1.0,0.0,0.0,2.0
675000.0,2690.0,2690.0,3.0,0.0,0.0,4.0
479000.0,1260.0,1260.0,2.5,0.0,0.0,3.0
520000.0,2680.0,2040.0,3.5,0.0,640.0,4.0
599950.0,2660.0,2660.0,2.5,0.0,0.0,3.0
483945.0,1480.0,840.0,1.75,0.0,640.0,2.0
390000.0,1770.0,1190.0,2.25,0.0,580.0,4.0
192500.0,950.0,950.0,1.0,0.0,0.0,2.0
330000.0,860.0,860.0,1.0,0.0,0.0,2.0
250000.0,1960.0,1160.0,2.0,0.0,800.0,4.0
243000.0,1770.0,960.0,1.0,0.0,810.0,2.0
